SA2_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
801041117,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0
801041118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13
801041119,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,9,0,0
801041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,5,56,61,271,0,404,0,0,0,0,0,0,506,3,4,4,0,518,0,0,0,0,0,3,4,0,0,16,0,25,78,56,56,230,0,419,17,0,0,0,0,22,5,0,0,4,0,11,30,3,5,30,0,72,0,0,0,6,0,7,0,0,0,5,0,3,77,0,0,0,0,81,21,9,12,136,0,180,8,7,4,28,0,50,41,0,0,0,0,43,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,4,13,3,5,0,0,24,4,0,0,6,0,15,8,0,0,0,0,8,0,0,0,0,0,0,27,11,11,103,0,152,0,0,0,0,0,0,6,0,0,0,0,3,10,0,0,0,0,5,22,0,0,0,0,22,25,0,0,0,0,25,5,0,0,6,0,3,306,7,15,8,8,347,0,0,0,0,141,142,1097,91,106,518,154,1965,16,79
801051050,37,243,185,1227,25,1715,0,0,0,7,0,12,103,3,9,9,7,117,18,5,0,10,5,35,73,16,10,23,0,120,396,213,193,1060,33,1895,13,0,3,0,0,18,27,5,0,16,0,52,100,24,21,136,0,283,35,8,3,20,0,73,17,8,0,0,0,26,49,3,3,0,0,56,98,69,46,585,12,808,78,28,12,75,4,196,9,0,0,0,0,9,4,3,0,0,0,6,13,0,6,0,3,19,9,4,8,0,0,16,7,0,0,0,0,7,39,4,13,10,5,70,31,7,6,12,0,62,21,0,3,0,0,26,0,0,0,0,0,0,111,63,41,418,7,647,12,0,0,0,0,11,13,4,3,0,0,16,17,0,3,0,0,17,5,5,0,0,0,8,78,5,4,0,0,84,10,5,0,17,0,29,339,54,57,69,8,524,21,4,4,33,253,311,1422,455,369,2521,329,5103,32,225
801051051,35,150,128,799,7,1116,0,0,0,11,0,7,404,5,3,3,3,420,24,5,3,6,0,37,25,12,13,24,0,71,241,146,121,700,19,1232,30,0,6,0,0,33,13,0,6,7,0,30,52,19,25,96,3,194,32,10,4,13,0,55,16,0,3,6,0,23,126,3,0,0,0,129,72,47,42,379,6,551,28,17,9,35,0,93,46,0,4,3,0,56,8,0,0,0,0,9,0,0,0,0,0,8,6,3,0,7,0,15,11,0,0,0,0,9,19,8,5,0,0,28,28,8,3,11,4,56,23,0,8,4,0,38,0,0,0,0,0,4,66,38,36,245,0,386,6,0,0,0,0,14,6,0,0,0,0,5,21,0,0,0,0,24,27,4,5,3,0,29,149,0,5,0,3,156,13,6,3,9,0,35,521,42,35,46,6,655,29,0,3,12,494,536,1816,312,267,1622,541,4557,39,198
801051053,15,60,45,344,0,466,0,0,0,0,0,0,767,5,3,0,11,787,10,7,0,0,0,15,14,7,5,11,0,31,143,48,33,332,8,569,15,0,0,0,0,15,7,0,0,4,0,21,21,8,7,45,0,76,11,3,0,9,0,24,6,3,0,0,0,9,108,0,0,0,0,108,37,21,8,160,0,228,18,3,0,14,0,47,87,0,0,4,0,97,0,0,0,0,0,3,7,0,0,0,0,3,5,4,4,6,0,10,7,0,0,0,0,7,13,0,0,0,0,16,15,4,3,5,0,29,10,0,0,5,0,17,0,0,0,0,0,0,35,11,13,120,0,187,5,0,0,0,0,8,9,0,0,0,0,9,3,0,0,4,0,4,14,0,0,6,0,17,12,0,0,0,0,12,6,3,4,0,0,15,318,20,29,17,7,385,13,0,0,9,301,326,1561,129,90,720,325,2823,19,100
801051054,23,80,70,516,13,705,0,0,0,4,5,11,122,0,5,10,7,143,17,4,0,3,0,28,22,3,7,8,0,42,129,62,52,392,11,636,16,0,0,0,0,15,3,0,0,5,0,11,30,8,3,55,0,104,21,7,0,10,0,32,10,0,3,0,0,17,21,0,0,4,0,26,42,19,25,260,4,343,35,9,3,35,0,86,9,0,0,0,4,16,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,4,0,12,0,0,0,0,0,0,4,0,0,0,0,7,21,3,0,4,0,27,6,0,0,4,0,11,0,0,4,0,0,4,39,23,19,146,5,229,11,0,0,0,0,12,4,0,5,0,0,12,10,0,0,0,0,9,10,0,0,0,0,15,14,0,0,0,4,17,3,5,3,5,0,18,167,17,22,21,3,236,19,11,3,19,87,132,706,146,133,1019,132,2143,7,85
801051055,23,166,123,904,18,1245,0,0,4,18,0,21,147,4,10,4,0,162,17,0,4,0,0,24,27,11,16,8,4,64,234,125,108,628,22,1117,15,0,0,0,0,20,21,0,0,7,0,28,59,21,3,76,0,166,62,7,0,13,3,84,17,4,3,6,0,27,28,0,0,4,0,34,47,35,29,356,3,468,71,8,3,30,0,113,17,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,4,0,0,0,0,8,12,3,5,0,0,22,12,8,4,10,0,28,7,0,0,4,0,13,4,0,0,0,0,4,71,34,23,246,10,395,7,0,0,3,0,14,4,3,0,0,0,13,11,0,0,5,0,23,11,0,4,0,0,12,42,6,0,0,0,45,12,0,4,16,0,37,296,48,31,41,9,425,16,0,0,26,160,212,1140,282,219,1683,228,3553,41,133
801051056,14,152,122,861,33,1182,0,0,0,19,0,17,34,4,3,13,0,59,9,4,0,5,0,21,24,7,5,13,0,40,193,95,87,662,20,1049,0,0,0,0,0,0,12,0,3,3,0,21,55,7,5,70,3,141,46,0,0,11,3,64,5,0,0,4,0,11,19,0,4,0,0,28,50,37,34,390,6,521,36,12,4,40,4,98,9,0,3,3,0,19,0,0,0,7,5,20,5,0,0,0,0,5,3,0,3,0,0,5,0,0,0,0,0,0,7,4,4,0,0,18,16,3,4,0,0,33,10,0,0,0,0,9,0,0,0,0,0,0,47,26,18,225,11,323,0,0,0,0,0,3,4,3,0,0,0,8,8,0,0,5,0,19,4,3,0,0,0,8,10,0,0,0,0,12,9,0,0,10,0,22,216,41,37,22,6,325,8,0,4,31,48,91,728,243,203,1629,107,2911,27,128
801051057,27,194,161,989,27,1388,0,0,0,5,0,5,162,9,13,6,8,201,58,0,0,14,0,68,35,16,7,21,4,90,289,159,132,775,23,1384,20,0,0,0,0,22,8,0,0,10,0,17,64,17,13,94,0,192,39,0,4,4,0,50,13,3,0,0,0,25,115,0,5,0,0,123,62,48,34,417,11,570,64,21,3,57,0,146,27,0,0,0,4,33,0,0,0,6,0,11,5,0,0,0,0,3,9,10,0,0,0,16,0,0,0,0,0,3,21,3,6,0,0,30,37,0,0,8,0,45,15,3,0,5,0,28,0,0,0,0,0,3,83,53,42,299,3,476,35,3,3,5,6,48,9,5,3,0,0,15,9,0,6,5,0,17,23,0,0,0,0,25,69,0,5,0,3,77,21,3,3,14,0,47,338,53,43,45,14,489,26,5,0,36,392,456,1418,352,282,1951,478,4489,25,207
801051058,47,258,188,1379,18,1889,0,0,0,11,0,11,136,6,12,21,3,176,29,11,0,16,0,57,47,20,14,22,0,114,369,213,160,993,27,1758,11,0,0,0,0,17,24,11,3,12,0,40,112,26,21,121,3,289,30,8,11,24,4,79,25,3,5,10,0,40,59,5,3,0,0,66,78,84,42,548,13,762,57,18,13,54,0,145,21,0,0,0,0,21,0,0,3,3,0,3,10,0,0,3,0,17,8,0,0,15,0,28,0,0,3,0,0,7,31,7,12,4,0,55,57,7,12,18,3,95,16,8,6,4,0,30,8,0,11,0,0,10,99,58,48,410,9,626,14,3,0,0,0,18,13,0,5,0,0,23,10,0,3,5,0,16,16,0,0,0,0,17,45,0,0,0,0,51,21,4,0,19,0,40,476,63,64,57,10,673,18,0,0,26,185,232,1538,479,365,2616,265,5254,51,262
801051060,23,137,142,738,15,1054,0,0,0,4,0,3,212,7,11,11,0,241,27,5,4,9,0,42,20,12,3,15,0,50,196,129,119,617,15,1072,29,0,5,0,0,39,19,0,0,6,0,31,55,17,11,73,3,163,18,5,0,8,0,33,8,0,4,0,0,16,72,0,0,0,3,82,58,32,38,333,0,466,54,14,10,32,0,106,41,0,0,5,0,45,0,0,0,6,0,7,7,0,0,0,0,7,5,4,0,0,0,16,5,0,0,0,0,10,23,6,6,0,0,33,32,3,8,10,3,56,29,0,0,0,0,32,3,0,0,0,0,0,49,32,27,251,0,359,8,0,0,0,0,8,12,0,0,0,0,12,12,0,0,0,0,14,3,0,0,0,0,8,52,0,3,0,0,56,5,5,0,9,0,27,352,41,45,37,3,477,17,0,0,6,295,325,1258,270,247,1486,335,3600,22,121
801051061,21,264,214,1280,26,1809,0,0,0,12,0,12,167,7,13,10,5,197,18,0,3,7,3,34,45,24,11,35,0,114,318,190,157,986,37,1691,41,0,4,0,5,45,18,0,0,8,0,23,84,33,21,131,3,274,35,9,4,15,0,67,13,5,4,8,0,31,145,0,6,0,0,147,81,44,61,511,13,716,74,21,15,61,3,176,64,0,0,0,0,67,4,0,0,3,0,8,3,0,0,0,0,3,9,4,0,0,0,21,10,0,3,0,0,18,25,15,3,0,0,47,33,3,16,4,0,64,9,0,0,0,0,10,4,5,0,0,0,7,94,52,62,331,14,546,16,5,0,0,0,15,10,5,0,0,0,20,25,6,3,4,0,35,4,0,0,0,0,9,48,0,0,0,0,50,13,4,3,20,0,41,392,73,53,60,11,585,26,8,4,36,180,252,1582,453,370,2440,283,5120,54,274
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,21,169,145,845,12,1187,0,0,0,6,0,6,80,4,4,4,0,96,16,0,0,6,4,20,27,4,7,14,0,53,237,143,120,693,10,1203,24,0,8,0,0,33,18,0,4,4,0,32,43,25,17,84,3,161,32,3,3,23,3,67,4,5,0,4,0,11,30,0,3,0,0,30,61,26,35,365,4,494,36,19,5,32,6,107,7,5,0,0,0,19,0,0,0,5,0,7,15,0,0,0,0,15,3,0,0,4,0,12,0,0,0,0,0,3,17,4,0,0,5,27,23,4,4,4,0,31,7,4,0,0,0,11,0,0,0,0,0,0,70,36,25,237,5,371,6,0,0,0,0,12,0,3,0,0,0,3,16,0,0,0,0,21,4,0,0,0,0,9,9,0,0,0,0,9,11,3,4,17,0,36,196,32,37,36,0,302,5,0,0,16,137,159,837,287,253,1665,177,3216,23,142
801051125,5,103,80,546,9,744,0,0,0,0,0,0,15,11,5,6,0,33,6,0,0,0,0,8,8,7,3,12,0,34,130,83,74,438,3,733,5,0,3,0,0,12,4,0,0,7,0,11,15,9,3,73,4,105,0,0,4,4,0,13,4,0,0,4,0,3,10,0,0,0,0,11,25,18,20,192,3,259,3,6,0,30,0,44,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,9,11,0,0,0,0,11,5,7,6,0,0,20,0,7,0,6,0,16,3,0,0,4,0,4,4,0,0,0,0,3,28,22,24,150,0,219,0,0,0,0,0,0,9,0,4,0,0,12,0,0,0,5,0,8,0,0,0,0,0,0,3,0,0,0,0,6,9,0,0,3,0,13,62,14,14,14,0,99,6,0,0,4,81,89,292,179,148,1011,90,1713,3,86
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,12,49,37,324,7,440,0,0,0,4,0,0,46,0,0,3,4,53,6,0,0,0,0,14,7,0,0,3,0,11,108,46,42,317,11,518,4,0,0,0,0,8,5,5,0,0,0,10,28,13,3,28,0,76,15,0,0,7,0,21,7,4,0,0,0,12,25,0,0,0,0,23,31,7,15,168,6,233,14,4,0,18,0,38,16,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,12,19,6,4,9,0,30,3,0,0,4,0,7,0,0,0,0,3,0,33,9,17,114,5,173,8,0,0,4,0,12,7,0,0,0,0,7,6,0,0,0,0,5,8,0,0,0,0,8,10,3,0,0,0,13,5,0,4,3,0,20,153,9,16,27,12,217,22,0,0,8,150,177,514,97,85,689,190,1581,25,52
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,13,110,127,761,8,1015,0,0,0,0,0,0,59,0,7,7,0,77,30,0,0,18,3,39,17,6,0,16,0,43,251,107,98,606,7,1070,9,0,0,0,0,8,12,0,4,3,0,26,41,13,5,54,0,117,29,7,3,21,0,57,3,0,0,0,0,9,34,0,0,0,0,35,41,30,15,280,8,367,49,10,0,53,0,120,12,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,5,3,0,4,0,0,11,16,0,5,3,0,21,21,7,0,11,0,41,10,0,0,3,0,10,0,0,0,0,0,0,55,34,24,210,6,331,4,0,0,0,0,9,0,5,0,0,0,12,8,4,0,0,0,14,16,0,3,0,0,16,17,0,0,0,0,10,11,0,0,11,0,19,152,20,31,32,6,237,4,0,0,15,95,114,780,213,201,1466,125,2780,18,120
801061063,9,58,46,362,0,474,0,0,0,0,0,0,42,0,0,3,0,47,15,9,0,11,0,24,10,6,3,3,3,21,98,44,39,314,8,493,6,0,0,0,0,6,4,0,0,5,0,7,10,3,0,33,0,53,32,9,0,15,0,56,0,0,0,0,0,0,38,6,5,0,0,41,25,13,17,157,3,212,40,10,6,27,0,74,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,0,0,0,0,0,0,11,0,0,0,0,17,11,0,0,0,0,9,4,0,0,0,0,6,4,0,0,0,0,4,24,8,18,109,0,164,3,0,0,0,0,5,3,0,0,0,0,6,5,0,0,0,0,5,10,0,0,0,0,6,21,0,0,0,0,25,4,0,0,4,0,6,101,11,13,11,5,144,4,7,0,6,82,98,440,110,97,723,100,1468,8,61
801061064,23,163,145,988,14,1338,0,0,0,8,0,4,103,3,6,11,6,133,20,3,0,5,0,31,29,12,11,19,0,68,271,136,130,793,16,1340,14,0,0,4,0,15,24,9,0,10,0,46,45,14,12,103,0,176,31,14,5,16,0,66,15,7,0,0,0,20,59,4,3,0,6,69,67,41,31,476,9,620,92,22,3,57,5,174,28,0,3,0,0,29,4,0,0,3,0,12,3,0,0,3,0,9,4,3,0,6,0,11,11,0,0,0,0,8,10,7,4,0,0,21,45,5,4,8,0,68,18,5,0,4,0,26,0,0,0,0,0,0,54,37,34,280,0,414,20,3,3,5,0,27,7,5,0,0,0,12,12,5,0,5,0,22,8,0,0,0,0,11,20,0,0,0,0,19,9,3,0,14,0,26,240,30,36,69,0,377,7,0,0,35,187,237,1085,317,266,1995,232,3899,35,185
