SA2_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
801011011,10,8,21,17,14,6,5,3,5,84,60,60,57,62,57,109,43,12,5,466,0,0,0,0,0,0,0,0,0,0,10,7,3,7,12,4,4,0,0,39,0,0,0,0,0,0,3,0,0,3,150,125,132,94,112,140,54,25,3,832,0,0,0,0,0,0,0,0,0,4,17,8,12,13,11,12,10,3,0,87,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,5,5,0,4,0,11,3,4,0,0,31,0,0,0,0,0,4,0,0,0,5,3,0,0,4,3,4,3,0,0,20,12,12,4,7,8,14,3,3,0,61,9,8,17,3,17,20,10,0,0,79,0,4,0,0,0,5,0,0,0,10,0,0,5,0,0,0,4,0,0,11,18,13,14,6,17,40,10,0,0,123,19,15,14,17,8,10,6,3,0,94,0,0,0,0,0,0,0,0,0,5
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011013,7,13,10,9,13,10,3,0,0,55,76,46,36,65,63,81,71,35,20,481,0,0,0,0,0,0,0,0,0,0,9,0,0,7,7,8,7,0,0,41,0,0,0,0,0,0,0,0,0,0,107,70,65,93,74,74,79,38,8,603,0,0,0,0,0,0,0,0,0,6,18,13,8,11,10,6,14,4,0,80,0,5,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,5,6,0,4,3,0,29,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,10,3,3,3,3,0,0,3,0,0,17,0,5,0,0,6,17,19,16,3,73,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,23,11,10,16,19,20,21,14,4,134,11,4,8,10,3,11,12,0,0,57,0,0,0,0,0,3,0,0,0,8
801011014,8,5,13,13,6,4,0,4,0,57,72,42,57,69,75,64,55,26,5,464,0,0,0,0,0,0,0,0,0,0,16,6,12,16,7,4,6,0,0,58,0,0,0,0,0,0,0,0,0,0,162,97,108,130,98,83,93,23,0,784,0,0,0,0,0,0,4,0,0,4,10,3,7,12,7,8,12,3,0,63,0,3,0,0,0,4,0,0,0,9,5,0,0,0,4,0,0,0,0,12,0,3,4,4,8,8,11,6,5,54,0,0,0,0,4,0,0,0,0,9,3,0,3,0,0,0,0,0,0,5,17,4,13,4,8,0,0,3,0,55,11,3,5,14,13,13,19,7,0,83,3,0,0,0,0,7,0,0,0,14,0,0,0,0,3,0,4,0,0,7,24,0,12,18,14,20,14,10,6,116,4,7,10,8,7,12,8,0,0,59,5,3,3,0,0,4,0,0,0,17
801011015,7,3,6,16,8,4,5,0,0,45,132,68,111,112,94,134,97,43,46,831,0,0,0,0,0,0,0,0,0,0,25,16,16,15,9,15,13,5,0,104,0,0,0,0,0,0,0,0,0,0,221,151,184,187,126,152,100,60,22,1203,0,0,0,0,0,0,0,0,0,4,7,5,5,3,5,3,8,4,0,46,0,0,0,0,4,0,0,0,0,6,9,3,5,4,0,0,0,0,0,30,3,4,8,3,5,10,8,3,0,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,11,10,10,5,9,3,0,0,60,22,13,21,11,21,23,18,14,9,140,7,7,3,9,0,3,3,0,0,24,3,0,7,3,4,3,0,0,0,18,26,17,28,11,18,28,21,20,17,184,23,14,31,10,7,14,7,0,5,115,3,0,0,0,0,0,0,0,0,10
801011016,25,29,34,30,24,28,13,3,0,187,116,107,102,117,160,227,89,36,25,972,0,0,0,0,0,0,0,0,0,0,36,21,11,19,23,12,11,3,5,139,3,0,0,0,0,0,0,0,0,4,380,311,245,263,295,357,155,88,18,2110,3,0,0,0,4,0,0,0,0,7,47,36,18,46,29,44,20,18,0,269,3,0,0,0,0,0,0,0,0,7,5,8,4,8,4,5,0,0,0,29,7,6,12,10,7,25,6,4,0,73,0,6,0,0,0,0,0,0,0,4,4,8,0,6,6,0,0,0,0,28,24,23,20,9,15,11,3,0,0,102,11,18,19,16,43,49,22,11,3,180,0,0,0,0,0,7,8,0,0,12,0,3,0,0,3,0,0,0,0,10,51,38,23,44,48,60,28,5,0,291,45,23,24,30,20,21,4,3,0,166,0,0,0,0,0,0,0,0,0,8
801011017,0,8,12,5,11,18,5,3,0,65,87,63,67,85,72,124,64,30,6,590,0,0,0,0,0,0,0,0,0,0,5,7,3,11,7,0,9,3,0,48,0,0,0,0,0,0,0,0,0,0,209,139,149,167,135,123,87,34,5,1050,0,0,0,0,0,0,0,0,0,6,5,3,11,7,9,6,6,3,0,53,6,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,4,3,14,14,13,5,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,11,9,0,0,0,0,41,6,9,7,9,7,22,15,9,3,88,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,28,12,15,20,20,33,18,9,0,155,16,4,19,10,6,13,5,3,0,80,0,0,0,0,0,0,0,0,0,0
801011018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011019,16,10,15,16,12,7,0,0,0,83,99,97,170,129,77,120,79,19,3,793,0,0,0,0,0,0,0,0,0,0,27,5,22,14,4,8,11,0,0,83,0,0,0,0,0,0,0,0,0,0,302,213,312,196,136,165,53,24,6,1418,0,0,0,0,0,0,0,0,0,0,8,9,17,6,12,9,13,8,0,76,0,0,8,3,4,0,0,0,0,18,7,6,5,0,0,4,0,0,0,24,10,7,0,5,7,9,10,0,0,55,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,15,15,19,9,11,9,4,0,0,84,13,3,11,18,17,22,14,0,0,108,7,0,3,4,0,5,0,0,0,18,0,4,3,3,0,0,0,0,0,15,34,30,34,19,30,18,18,3,0,192,30,25,26,18,12,12,3,0,0,130,0,0,4,0,0,0,3,0,0,8
801011020,3,15,15,15,10,11,3,0,0,75,38,47,49,46,41,45,44,19,7,328,0,0,0,0,0,0,0,0,0,0,0,4,7,0,9,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,108,71,68,76,80,49,78,38,8,578,0,0,0,0,0,0,0,0,0,0,4,11,11,4,12,5,4,3,0,49,0,0,0,3,0,3,0,0,0,4,0,0,5,8,0,4,0,0,0,11,0,0,0,3,0,0,3,0,4,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,3,5,0,5,3,0,0,3,0,23,0,6,3,3,6,4,14,5,3,47,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,6,9,9,8,7,11,8,5,0,63,12,12,8,13,12,6,3,0,0,61,0,0,0,0,3,0,0,0,0,3
801011021,20,20,9,16,13,19,6,4,0,105,61,33,30,45,69,68,33,19,3,364,0,0,0,0,0,0,0,0,0,0,9,3,0,8,10,7,7,0,0,51,0,0,0,0,0,0,0,0,0,0,159,150,87,127,117,139,58,37,5,873,3,0,3,0,0,5,0,0,0,8,13,13,11,17,11,19,11,4,4,105,0,0,0,0,0,3,0,0,0,3,5,0,0,3,0,0,0,0,0,8,8,3,0,5,4,3,6,0,0,31,0,4,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,14,12,3,9,5,4,9,0,0,0,41,10,6,3,11,18,17,0,4,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,27,9,12,9,20,29,8,4,0,114,10,8,6,9,14,3,0,0,0,47,0,0,0,0,0,0,0,0,0,4
801011022,10,6,8,7,8,5,4,0,0,40,72,33,57,64,69,88,83,40,9,512,0,0,0,0,0,0,0,0,0,0,13,5,10,3,16,17,0,0,0,62,0,0,0,0,0,0,0,0,0,0,184,122,89,132,127,96,78,21,10,860,0,0,0,0,0,0,4,0,0,5,22,5,8,19,12,6,19,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,12,3,7,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,3,7,0,3,3,0,0,0,26,17,6,7,8,8,14,6,6,0,65,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,15,20,7,20,22,23,23,12,6,151,21,10,10,9,4,12,4,0,0,77,0,0,0,0,0,4,0,0,0,3
801011023,5,12,15,14,7,4,3,3,6,73,41,27,30,54,25,53,43,79,66,416,0,0,0,0,0,0,0,0,0,0,9,4,5,3,6,8,5,0,0,46,0,0,0,0,0,0,0,0,0,0,130,74,107,87,70,59,65,61,45,696,0,0,0,0,0,0,0,3,0,6,10,6,4,10,9,5,7,0,0,50,4,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,3,0,3,4,5,0,8,3,5,25,0,0,0,0,0,0,0,0,0,0,4,6,0,4,3,0,0,0,0,12,0,3,0,0,4,4,0,0,4,21,0,5,3,5,6,12,13,14,15,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,9,11,7,8,14,5,19,32,23,129,11,9,9,7,3,8,0,0,5,58,0,0,0,0,0,0,0,0,0,6
801011024,6,17,10,15,7,10,3,0,0,75,26,32,32,43,44,40,42,24,10,302,0,0,0,0,0,0,0,0,0,0,11,8,9,6,8,4,10,0,0,60,0,0,0,0,0,0,0,0,0,0,108,84,88,83,86,77,69,30,8,636,0,0,0,0,0,6,0,0,0,4,6,3,7,7,4,4,12,4,0,42,0,0,3,0,0,6,0,0,0,12,9,4,0,3,0,0,0,0,0,16,0,4,0,0,3,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,8,9,0,0,0,0,0,31,8,5,9,4,6,8,14,13,0,68,4,4,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,6,22,21,22,22,12,23,21,7,0,140,20,8,11,14,5,5,9,4,0,69,0,0,0,0,0,0,0,0,0,6
801011025,0,3,0,6,4,0,5,0,0,15,62,48,36,57,66,95,48,10,10,433,0,0,0,0,0,0,0,0,0,0,14,0,5,17,9,3,3,4,0,54,0,0,0,0,0,0,0,0,0,0,171,85,94,101,66,100,53,21,3,695,0,0,0,0,0,0,0,0,0,0,14,10,5,8,6,7,8,0,0,54,6,0,0,3,3,3,6,0,0,25,0,0,5,0,0,0,0,0,0,13,4,0,11,0,5,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,14,6,0,4,3,3,8,0,0,0,27,8,3,0,3,8,14,3,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,15,17,27,28,10,5,0,139,17,8,5,6,9,19,0,0,0,68,0,0,0,0,0,6,0,0,0,3
801011026,4,0,7,8,7,3,0,0,3,38,85,40,20,60,54,58,70,44,7,437,0,0,0,0,0,0,0,0,0,0,10,4,9,3,4,0,6,0,0,35,0,0,0,0,0,0,0,0,0,0,150,72,41,114,88,67,68,46,11,652,0,0,0,0,0,0,0,0,0,3,14,3,6,16,13,9,18,11,0,86,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,4,4,5,10,9,12,10,7,0,58,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,11,27,8,4,14,17,24,17,8,0,123,16,9,6,15,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
801031113,0,0,0,3,3,0,0,0,0,7,21,13,13,24,34,51,26,8,6,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,20,30,26,24,35,23,26,15,0,199,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,8,5,0,5,8,0,32,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,16,7,3,0,32,0,0,0,6,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
801031114,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031115,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,3,8,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,9,7,3,6,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
801041034,19,18,24,32,22,6,7,0,0,124,222,95,108,212,146,77,47,26,4,932,0,0,0,0,0,0,0,0,0,0,31,8,13,25,18,10,0,0,0,97,0,0,0,0,0,0,0,0,0,0,596,197,219,386,210,97,70,14,5,1798,0,0,0,0,0,0,0,0,0,0,31,10,11,22,16,8,8,0,0,104,4,0,0,0,0,0,0,0,0,8,7,0,5,0,6,0,0,0,0,14,21,0,17,12,7,4,0,9,0,69,3,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,0,0,0,9,6,0,5,6,0,9,0,0,0,27,20,8,21,30,18,10,8,7,0,120,0,0,0,3,6,0,0,0,0,12,9,4,0,11,0,5,0,0,0,26,46,13,22,49,22,16,7,3,3,180,58,25,18,32,19,9,0,0,0,162,0,0,3,3,0,0,0,0,0,8
